tweet,text_clean,polarity_score,polarity
"Hutan menjadi penopang dalam kekayaan alam yang ada di Indonesia. Akan tetapi kondisi hutan sudah berubah bentuk atau alih fungsi entah ke lahan, hutan sawit atau pemukiman yang menurunkan keanekaragaman yang ada di dalam hutan.",hutan menjadi penopang dalam kekayaan alam yang ada di indonesia akan tetapi kondisi hutan sudah berubah bentuk atau alih fungsi entah ke lahan hutan sawit atau pemukiman yang menurunkan keanekaragaman yang ada di dalam hutan,21,positive
"— problemnya, kurangnya sosialisasi dan percontohan teknologi nyata kepada petani golongan ""tua"" dan muda — problemnya, harga teknologi masih mahal — problemnya, ketidak pastian harga ekonomis (panen) masih tidak menentu — lahan sudah banyaj alih fungsi Dan banyak lagi",— problemnya kurangnya sosialisasi dan percontohan teknologi nyata kepada petani golongan tua dan muda — problemnya harga teknologi masih mahal — problemnya ketidak pastian harga ekonomis panen masih tidak menentu — lahan sudah banyaj alih fungsi dan banyak lagi,0,neutral
@LhYusuf @berkaryainfo Solusi apalah kira2 yg bisa membantu petani dalam jangka pendek ditengah-tengah harga komoditas karet dan sawit yg rendah ini mas.. Kan ga mungkin dalam waktu singkat petani bisa alih fungsi lahan dr karet ke kopi misalnya mas..,solusi apalah kira yg bisa membantu petani dalam jangka pendek ditengahtengah harga komoditas karet dan sawit yg rendah ini mas kan ga mungkin dalam waktu singkat petani bisa alih fungsi lahan dr karet ke kopi misalnya mas,5,positive
@PetaniRasional Sebenarnya apakah karena alih fungsi lahan/perubahan iklim kah? Mohon penjelasannya,sebenarnya apakah karena alih fungsi lahanperubahan iklim kah mohon penjelasannya,2,positive
"Ya saya sedikit meluruskan. Ketika hujan intensitas besar, Kota Malang ""banjir"" ini krn kesalahan walikota sebelumnya yg memberikan ijin dg mudah pembangunan ruko dan alih fungsi lahan. Selama ini Malang-SBY lebih dr 3 jam, macet kota Malang krn UB saya punya 60rb mhswa",ya saya sedikit meluruskan ketika hujan intensitas besar kota malang banjir ini krn kesalahan walikota sebelumnya yg memberikan ijin dg mudah pembangunan ruko dan alih fungsi lahan selama ini malangsby lebih dr  jam macet kota malang krn ub saya punya rb mhswa,-1,negative
@askmenfess sama orang yang mau ngejajah hutam desa... ngejajahnya kan banyak tuh gimana mungkin bisa kamu angkat isu alih fungsi lahan.. kayak hutan dibuat perkebunan apa malah dibuat perumahan gituu,sama orang yang mau ngejajah hutam desa ngejajahnya kan banyak tuh gimana mungkin bisa kamu angkat isu alih fungsi lahan kayak hutan dibuat perkebunan apa malah dibuat perumahan gituu,3,positive
@muljati @Amal_Alghozali 3-4% alih fungsi lahan ke produk tanaman lain dan pertambangan,alih fungsi lahan ke produk tanaman lain dan pertambangan,3,positive
"@Apina09514060 @amrullah_sk saya sempat ketemu ikhwan dari papua, dan alih fungsi lahan ini memang terjadi",saya sempat ketemu ikhwan dari papua dan alih fungsi lahan ini memang terjadi,3,positive
@anggaschr krna lahan indonesia bnyak yg alih fungsi yaudh gini aj solusinya,krna lahan indonesia bnyak yg alih fungsi yaudh gini aj solusinya,1,positive
"@ameliolabasahil yah laa, sekarang kalijodonya udah alih fungsi lahan bukan si ?",yah laa sekarang kalijodonya udah alih fungsi lahan bukan si,0,neutral
@KemenPU Stop alih fungsi lahan produktif untuk industri property akan terlihat tidak buruk.....,stop alih fungsi lahan produktif untuk industri property akan terlihat tidak buruk,2,positive
"@TDiyantoro Beras kan kita impor jg utk stabilitas harga, plus simpanan d gudang persiapan kalo gagal panen Tp krn nggak ada undang2 alih guna lahan, jd banyak sawah yg d rubah fungsi dgn mudah Bomb waktu, tunggu saja",beras kan kita impor jg utk stabilitas harga plus simpanan d gudang persiapan kalo gagal panen tp krn nggak ada undang alih guna lahan jd banyak sawah yg d rubah fungsi dgn mudah bomb waktu tunggu saja,14,positive
"@__aih Aslina, ngesang wae kang. Alih fungsi lahan emang ngaruh banget. Sawah jadi imah. :(",aslina ngesang wae kang alih fungsi lahan emang ngaruh banget sawah jadi imah,3,positive
"d.melaksanakan pemantauan dan evaluasi terhadap pelaksanaan pengendalian alih fungsi lahan sawah. Dalam tugasnya, tim terpadu ini dibantu oleh tim pelaksana, yang diketuai oleh Direktur Jenderal Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah,",dmelaksanakan pemantauan dan evaluasi terhadap pelaksanaan pengendalian alih fungsi lahan sawah dalam tugasnya tim terpadu ini dibantu oleh tim pelaksana yang diketuai oleh direktur jenderal pengendalian pemanfaatan ruang dan penguasaan tanah,5,positive
Presiden Joko Widodo telah menandatangani Peraturan Presiden (Perpres) Nomor 59 Tahun 2019 tentang Pengendalian Alih Fungsi Lahan Sawah.Perpres ini dikeluarkan untuk mengendalikan alih fungsi lahan sawah menjadi non sawah.,presiden joko widodo telah menandatangani peraturan presiden perpres nomor  tahun  tentang pengendalian alih fungsi lahan sawahperpres ini dikeluarkan untuk mengendalikan alih fungsi lahan sawah menjadi non sawah,5,positive
"Kadang aku mikir bener nggak sih kalo itu semua gara2 ulah kita manusia ngambil alih tempat tinggal mereka. Hutan, sawah, lapangan yg dulunya sbg rumah mereka jadi alih fungsi lahan baut rumah 😣",kadang aku mikir bener nggak sih kalo itu semua gara ulah kita manusia ngambil alih tempat tinggal mereka hutan sawah lapangan yg dulunya sbg rumah mereka jadi alih fungsi lahan baut rumah 😣,18,positive
@JawiDwipa produktivitas Padi relatif tetap dari tahun ke tahun ... lahan sawah banyak yg alih fungsi .... yang konsumsi beras makin bertambah ...,produktivitas padi relatif tetap dari tahun ke tahun  lahan sawah banyak yg alih fungsi  yang konsumsi beras makin bertambah,3,positive
"@akbar_budi17 Haha kayaknya lahan produktif ex.sawah dijadikan kafe deh ko kalau di malang, ga cuman sudimoro itu daerah umm deketnya sengkaling sepanjang jalan uda jadi cafe. Sawah-sawah alih fungsi kalo ga jadi kos”an ya cafe, uda kena virus karl marx semua ko😂",haha kayaknya lahan produktif exsawah dijadikan kafe deh ko kalau di malang ga cuman sudimoro itu daerah umm deketnya sengkaling sepanjang jalan uda jadi cafe sawahsawah alih fungsi kalo ga jadi kos”an ya cafe uda kena virus karl marx semua ko😂,-1,negative
4. Peraturan Presiden ini tentunya akan menjadi payung hukum pelaksanaan pengendalian alih fungsi lahan sawah. #AlihFungsiSawah #KetahananPangan,peraturan presiden ini tentunya akan menjadi payung hukum pelaksanaan pengendalian alih fungsi lahan sawah,5,positive
"@20gallantoarbi Dibikin dulu kota nya baru ditempatin orangnya, agar gak ada pertumbuhan bangunan yang radikal dan memakan alih fungsi lahan. Jadilah kota modern nan rapih. Uhuy pasti.",dibikin dulu kota nya baru ditempatin orangnya agar gak ada pertumbuhan bangunan yang radikal dan memakan alih fungsi lahan jadilah kota modern nan rapih uhuy pasti,-2,negative
"@jalanqaqi @PuspitaFM @infomalang @trotoarian nyaman ? coba jalan ke trotoar jl.veteran yg dipake lahan parkir(liar)pengunjung transmart,.... alih fungsi trotoar lahan parkir 😢😢 @dishub_mlgkota @sutiaji1964 @PemkotMalang @HumasMakota",nyaman  coba jalan ke trotoar jlveteran yg dipake lahan parkirliarpengunjung transmart alih fungsi trotoar lahan parkir 😢😢,7,positive
"@LikYoko @BackSayur @project_merica Lada pendek umur terserang penyakit , daya tahan pohon rendah , bibit tidak unggul, tajar tidak standar , lahan yg tidak cocok , alih fungsi lahan , sistem budidaya non organik.( residu kimia yg tinggi)",lada pendek umur terserang penyakit  daya tahan pohon rendah  bibit tidak unggul tajar tidak standar  lahan yg tidak cocok  alih fungsi lahan  sistem budidaya non organik residu kimia yg tinggi,-8,negative
Banjir bandung timur adalah bukti kerusakan dan alih fungsi lahan di kawasan bandung utara di mana @KPK_RI,banjir bandung timur adalah bukti kerusakan dan alih fungsi lahan di kawasan bandung utara di mana,-5,negative
@fadlizon Dan jika itu terjadi (relokasi ibukota) alih fungsi lahan takan terelakan lagi... Semakin sempit lahan untuk para petani.,dan jika itu terjadi relokasi ibukota alih fungsi lahan takan terelakan lagi semakin sempit lahan untuk para petani,-2,negative
"@infobdg @adityanuar29 Ayo Bandung....selesaikan masalah banjir ini. Kepada masyarakat jangan buang sampah sembarangan. Kepada pemangku kepentingan, mohon Bandung Utara jangan terjadi alih fungsi lahan apalagi hanya untuk membangun villa. Bandung Utara harus tetap jadi lahan konservasi",ayo bandungselesaikan masalah banjir ini kepada masyarakat jangan buang sampah sembarangan kepada pemangku kepentingan mohon bandung utara jangan terjadi alih fungsi lahan apalagi hanya untuk membangun villa bandung utara harus tetap jadi lahan konservasi,-4,negative
"@adindapoetrie29 Kerusakan paling serius gara2 alih fungsi hutan ke lahan sawit. kalau di jaman orba, kerusakan hutan karena tebang habis...bukan tebang pilih tanam kembali (tptk). memprihatinkan.....",kerusakan paling serius gara alih fungsi hutan ke lahan sawit kalau di jaman orba kerusakan hutan karena tebang habisbukan tebang pilih tanam kembali tptk memprihatinkan,-1,negative
Oh ini kasus lama.. Aku pikir ibu Siti Nurbaya yg kena.. Karna Tahun kemarin dan dan kampanye kemarin juga sama membagikan hutan hektar an tuk dikelola.. Artinya hal yg sama di tahun 2014 juga terjadi pembagian alih fungsi lahan hutan.. Jadi hutan sosial spt wisata dn ladang,oh ini kasus lama aku pikir ibu siti nurbaya yg kena karna tahun kemarin dan dan kampanye kemarin juga sama membagikan hutan hektar an tuk dikelola artinya hal yg sama di tahun  juga terjadi pembagian alih fungsi lahan hutan jadi hutan sosial spt wisata dn ladang,14,positive
"@Sutopo_PN Sepertinya perlu mengkaji dr aspek lain selain rawan bencana gempa utk menentukan ibu kota baru. Terlebih, kajian mengenai lingkungan, bgmn mengontrol alih fungsi lahan, terutama di kwsn lindung",sepertinya perlu mengkaji dr aspek lain selain rawan bencana gempa utk menentukan ibu kota baru terlebih kajian mengenai lingkungan bgmn mengontrol alih fungsi lahan terutama di kwsn lindung,2,positive
"@Sutopo_PN Saya kira sekarang kondisi Kalimantan kurang bersahabat Pak, karena permasalahan hutan dan alih fungsi lahan sedang marak. Yg akhirnya berimplikasi pada bencana - bencana lain yg berdampak pada masyarakat itu sendiri",saya kira sekarang kondisi kalimantan kurang bersahabat pak karena permasalahan hutan dan alih fungsi lahan sedang marak yg akhirnya berimplikasi pada bencana  bencana lain yg berdampak pada masyarakat itu sendiri,-6,negative
Intinya sih kerusakan dan alih fungsi lahan besar-besaran di daerah resapan air baik banjir yang menerjang Jakarta (puncak dan ciawi) juga Bandung (kawasan bandung utara) masalah nya apa @KPK_RI menyadari ada yang janggal dari semua ini,intinya sih kerusakan dan alih fungsi lahan besarbesaran di daerah resapan air baik banjir yang menerjang jakarta puncak dan ciawi juga bandung kawasan bandung utara masalah nya apa  menyadari ada yang janggal dari semua ini,-9,negative
"@ivannwagner @JatengGayeng @ganjarpranowo Data darimana om ... &amp; buat tambang 259.762,19 ha? alih fungsi lahan ? Awalnya lahan ap ... ?",data darimana om  amp buat tambang  ha alih fungsi lahan  awalnya lahan ap,-2,negative
@yusing Alih fungsi lahan untuk ap?,alih fungsi lahan untuk ap,0,neutral
"@dwiriennadiy Kajian tentang jogja krisis air uda banyak bertebar mba, bisa dicari di google ehehe sawah sangat bisa habis di kulon progo mba, sisah dikit mungkin. NYIA adalah pintu masuk untuk segala alih fungsi lahan di kulon progo. Belim jadi aja alih fungsi lahan nya uda masif",kajian tentang jogja krisis air uda banyak bertebar mba bisa dicari di google ehehe sawah sangat bisa habis di kulon progo mba sisah dikit mungkin nyia adalah pintu masuk untuk segala alih fungsi lahan di kulon progo belim jadi aja alih fungsi lahan nya uda masif,-2,negative
"@AfifFuadS Di Singapura tidak ada dataran tinggi dengan curah hujan seperti Bogor. Di sana alih fungsi lahan resapan tidak diobral spt di sini. Di sana rakyat bisa diajak utk ikut menjaga sungai. @aniesbaswedan melaksanakan hal ketiga itu aja gak mampu. Kalau waras, lebih baik mundur",di singapura tidak ada dataran tinggi dengan curah hujan seperti bogor di sana alih fungsi lahan resapan tidak diobral spt di sini di sana rakyat bisa diajak utk ikut menjaga sungai  melaksanakan hal ketiga itu aja gak mampu kalau waras lebih baik mundur,11,positive
"@joehanesagungbk @AkunTofa Tol serpong tangerang banjir, bogor sekitar bantaran banjir, bekasi banjir bersamaan, sebabnya dr jakarta ?.. dari bogor blog... Knapa ? Alih fungsi lahan, curah hujan tinggi .. makanya jokowi bilang kalo presiden gampang beresin krn ini udh lintas propinsi Tapi.. BOONG DOANG.",tol serpong tangerang banjir bogor sekitar bantaran banjir bekasi banjir bersamaan sebabnya dr jakarta  dari bogor blog knapa  alih fungsi lahan curah hujan tinggi  makanya jokowi bilang kalo presiden gampang beresin krn ini udh lintas propinsi tapi boong doang,11,positive
seminar soal subak yg terancam oleh alih fungsi lahan. contohnya subak2 yg kini jadi perumahan. jd ingat sbg salah satu penyebab. tinggal di subak dalem tanpa subak. 😭,seminar soal subak yg terancam oleh alih fungsi lahan contohnya subak yg kini jadi perumahan jd ingat sbg salah satu penyebab tinggal di subak dalem tanpa subak 😭,-1,negative
@reziartha @intnpsari Alih fungsi lahan yg penting punya pribadi,alih fungsi lahan yg penting punya pribadi,0,neutral
@sundari_eri @jokowi @sundari_eri coba lihat lahan di Sumatera &amp; Kalimantan bnyak mengalami alih fungsi lahan dr persawahan mjd perkebunan kelapa sawit &amp; karet shg luasan areal sawah sdh bkurang drastis smenjak swasembada 1984. Membuat bendungan wajib di lakukan utk menambah areal luas sawah.,coba lihat lahan di sumatera amp kalimantan bnyak mengalami alih fungsi lahan dr persawahan mjd perkebunan kelapa sawit amp karet shg luasan areal sawah sdh bkurang drastis smenjak swasembada  membuat bendungan wajib di lakukan utk menambah areal luas sawah,6,positive
"@natallouis @ilmiboy @L_ikhsan_munir @ziztawinata Soal struktur masyarakat dll nya, baca baca lah mba dampak alih fungsi lahan, saya debat lagi juga ga nemu pasti. Kapasitas nya beda",soal struktur masyarakat dll nya baca baca lah mba dampak alih fungsi lahan saya debat lagi juga ga nemu pasti kapasitas nya beda,5,positive
"Sementara, pemerintah daerah enggan untuk mempertahankan lahan sawah dengan menjadikannya LP2B. Menurut Budi, hal tersebut karena alih fungsi lahan dapat menjadi sumber pendapatan daerah yang potensial. ""Pemerintah Daerah takut tidak mendapatkan pendapatan yang lebih besar,""",sementara pemerintah daerah enggan untuk mempertahankan lahan sawah dengan menjadikannya lpb menurut budi hal tersebut karena alih fungsi lahan dapat menjadi sumber pendapatan daerah yang potensial pemerintah daerah takut tidak mendapatkan pendapatan yang lebih besar,3,positive
"@FiersaBesari @Sutopo_PN Bangga biar bisa impor seluruh kebutuhan pangan bahkan papan dan sandang pun. Alih fungsi lahan terlalu cepat di negri ini, kota terus melebar menggerus desa, desa bergeser menggerus hutan. Belum lagi alih fungsi lahan hutan menjadi perkebunan skala besar. Yah semoga baikbaiksaja",bangga biar bisa impor seluruh kebutuhan pangan bahkan papan dan sandang pun alih fungsi lahan terlalu cepat di negri ini kota terus melebar menggerus desa desa bergeser menggerus hutan belum lagi alih fungsi lahan hutan menjadi perkebunan skala besar yah semoga baikbaiksaja,10,positive
"@MiftahF64868802 @Sutopo_PN Saya disini tidak menyalahkan pemerintah yaa, Mungkin hanya ada sedikit kritik saja. Kalau mau Swasembada pangan, lantas mengapa harus banyak terjadi alih fungsi lahan diindonesia?",saya disini tidak menyalahkan pemerintah yaa mungkin hanya ada sedikit kritik saja kalau mau swasembada pangan lantas mengapa harus banyak terjadi alih fungsi lahan diindonesia,-4,negative
"Ironisnya, hutan mangrove di Indonesia adalah salah satu ekosistem pesisir paling terancam di dunia. Sejak 30 tahun terakhir, Indonesia telah kehilangan 40% tutupan mangrove. Hutan mangrove telah terkikis akibat eksploitasi atau alih fungsi lahan. Miris.",ironisnya hutan mangrove di indonesia adalah salah satu ekosistem pesisir paling terancam di dunia sejak  tahun terakhir indonesia telah kehilangan  tutupan mangrove hutan mangrove telah terkikis akibat eksploitasi atau alih fungsi lahan miris,-1,negative
"@AndreBW92 @agumrstu @Dandhy_Laksono alih fungsi lahan gila2an jg kn sejak OTDA. Emang OTDA maksudnya pemerataan, tp efek negatifnya ya salah satunya ini.",alih fungsi lahan gilaan jg kn sejak otda emang otda maksudnya pemerataan tp efek negatifnya ya salah satunya ini,10,positive
@Eno_Bening Alih fungsi lahan merupakan....,alih fungsi lahan merupakan,0,neutral
"Petani dipaksa jual sawahnya (dalihnya untk kpentingan publik : tol, pltu, tmbg, dll) tapi kita juga punya misi untuk swasembada pangan :)) Aku baru mikir, lucu aja ya pgn ga impor tapi sawahnya di alih fungsi :)) Oh iya, skg lagi buka lahan di papua buat sawah.",petani dipaksa jual sawahnya dalihnya untk kpentingan publik  tol pltu tmbg dll tapi kita juga punya misi untuk swasembada pangan  aku baru mikir lucu aja ya pgn ga impor tapi sawahnya di alih fungsi  oh iya skg lagi buka lahan di papua buat sawah,8,positive
@aerlanget Geothermal pun bermasalah. Pernah ada konflik dg masyarakat dan alih fungsi lahan hutan lindung...,geothermal pun bermasalah pernah ada konflik dg masyarakat dan alih fungsi lahan hutan lindung,4,positive
"@SMART_Sinarmas Salah satu alih fungsi lahan konservasi atau hutan, kedelai, sunflower dan rapeseed menempati lahan sawah (pergiliran tanaman musim sela padi) atau pekarangan",salah satu alih fungsi lahan konservasi atau hutan kedelai sunflower dan rapeseed menempati lahan sawah pergiliran tanaman musim sela padi atau pekarangan,-1,negative
"@maspiyuuu @jokowi @prabowo Di kampung sy, sebagian besar lahan sawah sdh alih fungsi jd perumahan dan kebanyakan yg beli lahan sawah bukan org pribumi alias org asing (aseng tepatnya)! Gmn nasib anak cucu kita kelak? Apa mereka akan jd babu di negeri sendiri? Miriiisss!!!",di kampung sy sebagian besar lahan sawah sdh alih fungsi jd perumahan dan kebanyakan yg beli lahan sawah bukan org pribumi alias org asing aseng tepatnya gmn nasib anak cucu kita kelak apa mereka akan jd babu di negeri sendiri miriiisss,1,positive
"Tanah terbaik sawah di jawa bro...klu cuma nanam PADI di pot juga bisa tumbuh.....tapi pikir jg efek lain klu alih fungsi lahan sawah apa ? Penganguran, perceraian, silahturahmi sulit....dll.. Paham gak?",tanah terbaik sawah di jawa broklu cuma nanam padi di pot juga bisa tumbuhtapi pikir jg efek lain klu alih fungsi lahan sawah apa  penganguran perceraian silahturahmi sulitdll paham gak,3,positive
@Bim60277045 @gekbudal @ridwankamil kan sudah saya bilang KALAUPUN harus bangun toll sawah yg sekarang jadi toll itu dibuat penggantinya agar sumber pangan kita terjaga. Kenapa Indonesia impor beras jutaan ton? Salah satunya karena alih fungsi lahan sawah tapi tanpa pengganti. Semoga paham,kan sudah saya bilang kalaupun harus bangun toll sawah yg sekarang jadi toll itu dibuat penggantinya agar sumber pangan kita terjaga kenapa indonesia impor beras jutaan ton salah satunya karena alih fungsi lahan sawah tapi tanpa pengganti semoga paham,8,positive
"@PRFMnews Pangan nya apa saja pak kalau boleh saya tanya?? Sawah banyak alih fungsi menjadi perumahan. Memang perumahan menjadi kebutuhan masyarakat, tetapi tidak mengalih fungsikan lahan produktif juga. #kabbandung",pangan nya apa saja pak kalau boleh saya tanya sawah banyak alih fungsi menjadi perumahan memang perumahan menjadi kebutuhan masyarakat tetapi tidak mengalih fungsikan lahan produktif juga,7,positive
"@Dandhy_Laksono @KasanMulyono Klo itu memang benar,akan terjadi alih fungsi lahan produktif secara masif padahal dikiri kanan jlan tool banyak terhampar sawah yang menunjang kehidupan ribuan petani dan pangan... Knapa cuma pemodal yang dipikirkan sementara rakyat sekitar tool terancam kesehjatraanya",klo itu memang benarakan terjadi alih fungsi lahan produktif secara masif padahal dikiri kanan jlan tool banyak terhampar sawah yang menunjang kehidupan ribuan petani dan pangan knapa cuma pemodal yang dipikirkan sementara rakyat sekitar tool terancam kesehjatraanya,6,positive
"Cetak sawah adalah upaya meningkatkan produksi dan luas tambah tanam padi, sebagai salah satu solusi untuk kompensasi dari alih fungsi lahan yang saat ini terjadi. #DitjenPSPKementanRI",cetak sawah adalah upaya meningkatkan produksi dan luas tambah tanam padi sebagai salah satu solusi untuk kompensasi dari alih fungsi lahan yang saat ini terjadi,8,positive
"Program cetak sawah merupakan salah satu upaya meningkatkan produksi dan luas tambah tanam padi, sebagai salah satu solusi untuk kompensasi dari alih fungsi lahan yang saat ini terjadi. #DitjenPSPKementanRI",program cetak sawah merupakan salah satu upaya meningkatkan produksi dan luas tambah tanam padi sebagai salah satu solusi untuk kompensasi dari alih fungsi lahan yang saat ini terjadi,6,positive
"@ApriliaLin Ditambah lagi (contohnya karawang) sekarang banyak alih fungsi lahan dari sawah berubah jadi gedung-gedung bertingkat, hotel, apartement, mall, dll.",ditambah lagi contohnya karawang sekarang banyak alih fungsi lahan dari sawah berubah jadi gedunggedung bertingkat hotel apartement mall dll,9,positive
"rakyat yang kesusahan karna dampak pertambangan. Air bersih cuma sejarah, kehilangan anggota keluarga, alih fungsi lahan, mata pencaharian utama mati. Ga habis pikir",rakyat yang kesusahan karna dampak pertambangan air bersih cuma sejarah kehilangan anggota keluarga alih fungsi lahan mata pencaharian utama mati ga habis pikir,-7,negative
"@yaya__nh Dan mudah2an bila digerakkan program biomass dan bioenergy yg baru terbarukan berbasis agrikultur, tidak sampai terjadi tanam paksa, alih fungsi lahan atau penurunan status kawasan yg berujung konflk agraria. Mudah2an",dan mudahan bila digerakkan program biomass dan bioenergy yg baru terbarukan berbasis agrikultur tidak sampai terjadi tanam paksa alih fungsi lahan atau penurunan status kawasan yg berujung konflk agraria mudahan,-1,negative
@rlgxg Skripsiku alih fungsi lahan nih gimana?,skripsiku alih fungsi lahan nih gimana,0,neutral
"Pertanyaan nana, lahannya mah sudah ada, apakah wargana mau di relokasi. ? Kebijakan alih fungsi lahan na kumaha, Pemkab malah terus menerbitkan ijin alih fungsi lahan resapan jadi perumahan Kompleks, harus integral jgn parsial solusina",pertanyaan nana lahannya mah sudah ada apakah wargana mau di relokasi  kebijakan alih fungsi lahan na kumaha pemkab malah terus menerbitkan ijin alih fungsi lahan resapan jadi perumahan kompleks harus integral jgn parsial solusina,8,positive
@AgustaSusanto @ElshintaBandung @ridwankamil Alih fungsi lahan di daerah hulu &amp; hilir hrs ditertibkan oge nya mang...,alih fungsi lahan di daerah hulu amp hilir hrs ditertibkan oge nya mang,2,positive
"@farrasras Alih fungsi lahan lg alih fungsi lahan lg, geus bosen ngadengena, runtuh ah bdg pusying",alih fungsi lahan lg alih fungsi lahan lg geus bosen ngadengena runtuh ah bdg pusying,-4,negative
"""Bahkan bisa dibilang justru merusak lingkungan karena menyebabkan banyak alih fungsi lahan dari hutan menjadi perkebunan sawit."" #GolonganTerlemah #KebodohanDalamHidup #DPDkuduobah #ngayaniJogja #Nomor24",bahkan bisa dibilang justru merusak lingkungan karena menyebabkan banyak alih fungsi lahan dari hutan menjadi perkebunan sawit,3,positive
"@haachaaa__ Wkwk biasanya sih pakai ""alih fungsi lahan"" gitu",wkwk biasanya sih pakai alih fungsi lahan gitu,0,neutral
@BanyuSadewa Indonesia gak usah swasembada pangan. Sangat gak realistis kalo dibandingin laju jumlah penduduk dengan alih fungsi lahan yang lari ke sawit. Mending diversifikasi makanan pokok + genjot komoditas unggulan.,indonesia gak usah swasembada pangan sangat gak realistis kalo dibandingin laju jumlah penduduk dengan alih fungsi lahan yang lari ke sawit mending diversifikasi makanan pokok  genjot komoditas unggulan,4,positive
@Way_Marewo @UllbimaNtb @RomitsuT Kebetulan kmrin dah di share jg.. mang banjirnya lumayan... efek alih fungsi lahan yg smuanya di jdi'in kebun jagung.. Smoga Saudara kita disana diberi kesabaran &amp; ketabahan.. Insya Allah pasti ada hikmah dibalik suatu musibah.,kebetulan kmrin dah di share jg mang banjirnya lumayan efek alih fungsi lahan yg smuanya di jdiin kebun jagung smoga saudara kita disana diberi kesabaran amp ketabahan insya allah pasti ada hikmah dibalik suatu musibah,9,positive
@bbppketindan Jangan sampai alih fungsi lahan,jangan sampai alih fungsi lahan,0,neutral
@bbppketindan Stop untuk alih fungsi lahan produktif.,stop untuk alih fungsi lahan produktif,4,positive
@mkemalsoedarja @PRFMnews @infobdg @sekitarbandung_ Kabupaten Bandung Khususnya KBU sudah banyak perumahan sama alih fungsi lahan Kota bandung mah Terima ampas nya aja dan material banjir bukan berupa Sampah Tapi tanah,kabupaten bandung khususnya kbu sudah banyak perumahan sama alih fungsi lahan kota bandung mah terima ampas nya aja dan material banjir bukan berupa sampah tapi tanah,0,neutral
Pembiaran Alih Fungsi lahan di KBU mulai terasa dampak buruk nya.. @ridwankamil @PRFMnews @jokowi @BDG_CommandCtr,pembiaran alih fungsi lahan di kbu mulai terasa dampak buruk nya,-3,negative
"@Willy_Vaizard @Sutopo_PN Nanti yang disalahkan Pemerintah,,, . . Eh tapi yang beri izin alih fungsi lahan kan juga orang Pemerintah 😁 #Tuman",nanti yang disalahkan pemerintah   eh tapi yang beri izin alih fungsi lahan kan juga orang pemerintah 😁,-4,negative
Banjir ujung berung Bandung hari ini adalah bukti dampak alih fungsi lahan di kawasan bandung utara sbg daerah resapan air,banjir ujung berung bandung hari ini adalah bukti dampak alih fungsi lahan di kawasan bandung utara sbg daerah resapan air,-10,negative
"@PRFMnews Saat jd pelaksana Gerakan Masyarakat Padasuka Hijau 2010 di Kel Pasirlayung Kota Bdg, sy survey ke Cimenyan. Bnyk Perumahan yg tdk berizin &amp; langgar Tata Ruang + alih fungsi lahan. Msyrakat &amp; aparat pemerintah set4 hrs berani tolak pembangunan apapun yg bersifat alih fungsi lahan",saat jd pelaksana gerakan masyarakat padasuka hijau  di kel pasirlayung kota bdg sy survey ke cimenyan bnyk perumahan yg tdk berizin amp langgar tata ruang  alih fungsi lahan msyrakat amp aparat pemerintah set hrs berani tolak pembangunan apapun yg bersifat alih fungsi lahan,-5,negative
"@idam_Mang @Sutopo_PN Bukan kerana atap baja ringan, tapi alih fungsi lahan akan berdampak pada kapasitas tanah untuk menahan air menjadi berkurang. Dampaknya air langsung mengalir ke daerah yang ada dibawahnya tanpa ada halangan.",bukan kerana atap baja ringan tapi alih fungsi lahan akan berdampak pada kapasitas tanah untuk menahan air menjadi berkurang dampaknya air langsung mengalir ke daerah yang ada dibawahnya tanpa ada halangan,-1,negative
"@Sutopo_PN @luviku Mas, apakah bencana ini diakibatkan oleh alih fungsi lahan?",mas apakah bencana ini diakibatkan oleh alih fungsi lahan,-1,negative
"PERPRES bukanlah solusi utama utk mencegah alih fungsi lahan sawah, krna seringkali PERPRES ditafsirkan berbeda oleh Para Pengambil Kebijakan di Daerah. Jd solusi utama adalah adanya pengawasan dan penindakan yg tegas dari PEMPUS ke SKPD yg mengalihfungsikan lahan sawah tersebut.",perpres bukanlah solusi utama utk mencegah alih fungsi lahan sawah krna seringkali perpres ditafsirkan berbeda oleh para pengambil kebijakan di daerah jd solusi utama adalah adanya pengawasan dan penindakan yg tegas dari pempus ke skpd yg mengalihfungsikan lahan sawah tersebut,8,positive
"Keterbatasan lahan dan alih fungsi lahan sawah di Jawa, menyebabkan produksi pada sulit untuk surplus. Untuk itu diperlukan kebijakan terobosan untuk memenuhi jumlah produksi padi.",keterbatasan lahan dan alih fungsi lahan sawah di jawa menyebabkan produksi pada sulit untuk surplus untuk itu diperlukan kebijakan terobosan untuk memenuhi jumlah produksi padi,0,neutral
@ukiebojeski @infocianjur @jawabarat Banyak alih fungsi lahan/sawah jd pabrik,banyak alih fungsi lahansawah jd pabrik,0,neutral
"99.Alih fungsi lahan akan ditekan, sehingga sawah tidak menghilang dan produksi padi meningkat. Kang Uu di Tasikmalaya sudah berhasil membuat Perda Sawah Abadi #RinduJabarJuara1 #RinduMenangDebat #jjonl1ne",alih fungsi lahan akan ditekan sehingga sawah tidak menghilang dan produksi padi meningkat kang uu di tasikmalaya sudah berhasil membuat perda sawah abadi,11,positive
