,Unnamed: 0,conversation_id,date,tweet,tweetbersih,translated,sentiment,,,,,,,,,,,,,
1070,1070,1.05195589071307E+018,2018-10-16 5:00:03,Bung anda katanya dosen plus ekonom  sayang daya analisisnya cetek  Infrastruktur di sektor pertanian banyak yg rusak  lahan telah alih fungsi  Pembangunan waduk dan saluran irigasi butuh waktu lebih dr   thn  Krn itu wajar klo swasembada belum sepenuhnya tercapai,Bung anda katanya dosen plus ekonom  sayang daya analisisnya cetek  Infrastruktur di sektor pertanian banyak yg rusak  lahan telah alih fungsi  Pembangunan waduk dan saluran irigasi butuh waktu lebih dr   thn  Krn itu wajar klo swasembada belum sepenuhnya tercapai,"Dude, you said that lecturers plus economists, unfortunately their analytical power is shallow. Infrastructure in the agricultural sector has been damaged, the land has been changed. The construction of reservoirs and irrigation canals takes more than a year. It is natural that self-sufficiency has not been fully achieved.",negative,,,,,,,,,,,,,
1071,1071,1.0429535533529E+018,2018-09-21 8:47:58,Duh namanya juga  prediksi  Pertanian tuh sukses banyak faktornya  alih fungsi lahan  cuaca  SDM nya  bibitnya  hama  harga pendukung produksi  jadi dikatakan wajar sih kalo ada miss match,Duh namanya juga  prediksi  Pertanian tuh sukses banyak faktornya  alih fungsi lahan  cuaca  SDM nya  bibitnya  hama  harga pendukung produksi  jadi dikatakan wajar sih kalo ada miss match,"Duh, the name is also the prediction that Agriculture is successful, many factors change the function of the land, weather, human resources, pests, the price of supporting production, so it's fair to say that there is a miss match. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",positive,,,,,,,,,,,,,
1072,1072,1.0428381703651E+018,2018-09-21 1:09:29,Hari tani di peringati lahirnya UUPA no   tahun      tentang Undang undang Pokok Agraria pada tanggal    September       alih fungsi lahan menyebabkan menyempitnya lahan pertanian  sedangkan kebutuhan yg konsumsi terhadap produk pertanian semakin banyak,Hari tani di peringati lahirnya UUPA no   tahun      tentang Undang undang Pokok Agraria pada tanggal    September       alih fungsi lahan menyebabkan menyempitnya lahan pertanian  sedangkan kebutuhan yg konsumsi terhadap produk pertanian semakin banyak,"Farmer's Day commemorates the birth of the UUPA No. year on the Basic Agrarian Law on September, the conversion of land has caused the narrowing of agricultural land while the need for consumption of agricultural products is increasing",negative,,,,,,,,,,,,,
1073,1073,1.04267614431775E+018,2018-09-20 14:25:39,Hemat gue  sejak belasan tahun lalu alih fungsi lahan menjadi salah   faktor menyusutnya lahan pertanian shg produduk gabah jauh menurun dibandingkan era orde baru  Diprediksi hingga saat ini  kita kekurangan lahan pertanian sekitar   juta ha  agar negeri ini swasembada pangan,Hemat gue  sejak belasan tahun lalu alih fungsi lahan menjadi salah   faktor menyusutnya lahan pertanian shg produduk gabah jauh menurun dibandingkan era orde baru  Diprediksi hingga saat ini  kita kekurangan lahan pertanian sekitar   juta ha  agar negeri ini swasembada pangan,"In my opinion, since a dozen years ago, land use change became one of the factors in the shrinking of agricultural land so that the grain production declined significantly compared to the New Order era.",neutral,,,,,,,,,,,,,
1074,1074,1.04042973522066E+018,2018-09-14 9:39:13,Burung endemis Pulau Sangihe ini dikategorikan sbg jenis terancam punah berstatus Genting  Endangered  oleh Badan Konservasi Dunia  Alih fungsi lahan hutan menjadi bentuk penggunaan lahan lainnya seperti area pertanian menjadi salah satu ancaman bagi habitat burung penyerbuk ini,Burung endemis Pulau Sangihe ini dikategorikan sbg jenis terancam punah berstatus Genting  Endangered  oleh Badan Konservasi Dunia  Alih fungsi lahan hutan menjadi bentuk penggunaan lahan lainnya seperti area pertanian menjadi salah satu ancaman bagi habitat burung penyerbuk ini,This endemic bird of Sangihe Island is categorized as an endangered species with Endangered Endangered status by the World Conservation Agency. The conversion of forest land into other forms of land use such as agricultural areas is a threat to the habitat of these pollinating birds,negative,,,,,,,,,,,,,
1075,1075,1.03985553395027E+018,2018-09-12 19:37:33,Hanyalah retorika mau memuliakan petani  sementara ketika petani panen selalu impor  lahan pertanian banyak alih fungsi  penggusuran terjadi dimana mana demi infrastruktur yg cenderung berpihak pada kapitalis,Hanyalah retorika mau memuliakan petani  sementara ketika petani panen selalu impor  lahan pertanian banyak alih fungsi  penggusuran terjadi dimana mana demi infrastruktur yg cenderung berpihak pada kapitalis,"It's just a rhetoric of wanting to glorify farmers, while when harvesting farmers always import agricultural land, a lot of evictions occur everywhere for the sake of infrastructure that tends to side with capitalists.",neutral,,,,,,,,,,,,,
1076,1076,1.02574953559785E+018,2018-08-04 21:25:21,desa hrs maju pertanian pternakan  prikanan dsb hrs surplus n pem hrs carkan jl kluarnya agar harg tatania gany mnsjhterak petani mnjdi sglny lumbung  siapk roadmap RTRWK n taati aturan  jgn mdah ta boleh alih kan fungsi lahan ykin mkin majuuu,desa hrs maju pertanian pternakan  prikanan dsb hrs surplus n pem hrs carkan jl kluarnya agar harg tatania gany mnsjhterak petani mnjdi sglny lumbung  siapk roadmap RTRWK n taati aturan  jgn mdah ta boleh alih kan fungsi lahan ykin mkin majuuu,"Villages must advance, agriculture, livestock, prikanan, etc., must be in surplus, and the government must find the exit so that the price of Tatania, ganny, keeps the farmer's manure becoming the same as the granary, prepare the RTRWK roadmap and obey the rules. Don't just transfer the function of the land, make sure it's better developed. . . . . . . . . . . . . . . . . . . . . . . . . . . . .",positive,,,,,,,,,,,,,
1077,1077,1.02557260398804E+018,2018-08-04 9:42:17,Ah  paham  ini sebab Anda usulkan pembelian lahan pertanian ya  untuk stop kurangi alih fungsi lahan pertanian  Dana desa bisa ya untuk beli lahan  jadi aset desa,Ah  paham  ini sebab Anda usulkan pembelian lahan pertanian ya  untuk stop kurangi alih fungsi lahan pertanian  Dana desa bisa ya untuk beli lahan  jadi aset desa,"Ah, I understand this, because you are proposing to buy agricultural land to stop reducing the conversion of agricultural land. Village funds can be used to buy land as village assets.",positive,,,,,,,,,,,,,
1078,1078,1.00965887048514E+018,2018-06-21 11:46:47,Ya  modernisasi  Bukan perkara infrastruktur   bangunan mewah  Alih fungsi lahan yang masif akan mengubah budaya dan pola hidup  Titik pertanian akan berubah jadi budaya masyarakart konsumtif  lahan pertanian yang berubah jadi pusat belanja  industri  masyarakat jadi konsumtif,Ya  modernisasi  Bukan perkara infrastruktur   bangunan mewah  Alih fungsi lahan yang masif akan mengubah budaya dan pola hidup  Titik pertanian akan berubah jadi budaya masyarakart konsumtif  lahan pertanian yang berubah jadi pusat belanja  industri  masyarakat jadi konsumtif,"Yes, modernization is not a matter of luxury building infrastructure Massive land use change will change culture and lifestyle. Agricultural points will turn into consumptive community culture, agricultural land that turns into industrial shopping centers, people become consumptive",positive,,,,,,,,,,,,,
1079,1079,1.00965566935042E+018,2018-06-21 11:34:04,Jawa Barat itu bagian penyumbang komoditas terbesar pangan nasional berupa beras  Kalau mau cari Gubernur  ya yang orientasinya program tani  Bukan yang standar kemajuannya beton  bangunan bangunan saja  Apalagi yang mesra dengan developer  Alih fungsi lahan pertanian bahaya,Jawa Barat itu bagian penyumbang komoditas terbesar pangan nasional berupa beras  Kalau mau cari Gubernur  ya yang orientasinya program tani  Bukan yang standar kemajuannya beton  bangunan bangunan saja  Apalagi yang mesra dengan developer  Alih fungsi lahan pertanian bahaya,"West Java is part of the largest contributor to the national food commodity in the form of rice. If you want to find a governor, yes, the orientation is the farmer program. Not only the standard of progress is concrete buildings.",positive,,,,,,,,,,,,,
1080,1080,1.00896184912191E+018,2018-06-19 13:37:05,Posisi Jabar yang strategis dan merupakan salah satu miniatur kontestasi ke depannya  serta perubahan tata kelola pertanian akibat bergesernya kuku naga dari Jakarta  gua rasa jangkar dari hijau ini sangat pas untuk meminimalisir taipan taipan menguasai alih fungsi lahan,Posisi Jabar yang strategis dan merupakan salah satu miniatur kontestasi ke depannya  serta perubahan tata kelola pertanian akibat bergesernya kuku naga dari Jakarta  gua rasa jangkar dari hijau ini sangat pas untuk meminimalisir taipan taipan menguasai alih fungsi lahan,"West Java's strategic position and is one of the miniature contestations in the future as well as changes in agricultural governance due to the shifting of the dragon's hooves from Jakarta, I feel the anchor from green is very fitting to minimize tycoons controlling land use change.",neutral,,,,,,,,,,,,,
1081,1081,1.00829158271224E+018,2018-06-17 17:13:41,nikah muda  gt  gt  cepet punya anak  gt  gt  jarak antar generasi pendek  gt  gt  butuh makanan perumahan  gt  gt  makanan rumah butuh lahan  gt  gt  alih fungsi lahan dr hutan ke lahan pertanian rumah  belum lagi sampah plastik yg dihasilkan ngotorin bumi termasuk laut  ngono,nikah muda  gt  gt  cepet punya anak  gt  gt  jarak antar generasi pendek  gt  gt  butuh makanan perumahan  gt  gt  makanan rumah butuh lahan  gt  gt  alih fungsi lahan dr hutan ke lahan pertanian rumah  belum lagi sampah plastik yg dihasilkan ngotorin bumi termasuk laut  ngono,"marry young gt gt have children fast gt gt distance between generations is short gt gt need food for housing gt gt food for homes need land gt gt land use change from forest to farm land not to mention the plastic waste produced polluting the earth, including the sea",negative,,,,,,,,,,,,,
1082,1082,1.00171339461606E+018,2018-05-30 13:34:18,Alih fungsi lahan pertanian di daerah  itu mengerikan    Bukan di Mesin  regenerasi petani mandeg krn g ada yg mau jadi petani lagi,Alih fungsi lahan pertanian di daerah  itu mengerikan    Bukan di Mesin  regenerasi petani mandeg krn g ada yg mau jadi petani lagi,"The conversion of agricultural land in the area is terrible. Not in the farmer regeneration machine, it stagnates because no one wants to be a farmer anymore",negative,,,,,,,,,,,,,
1083,1083,1.00105695551802E+018,2018-05-28 18:05:51,Stop alih fungsi lahan pertanian menjadi properti,Stop alih fungsi lahan pertanian menjadi properti,Stop the conversion of agricultural land into property,negative,,,,,,,,,,,,,
1084,1084,9.96025841967665E+017,2018-05-14 20:54:00,Pertanian adalah penyumbang PDB ketiga terbesar        pada tahun       namun angka alih fungsi lahan pertanian semakin tinggi,Pertanian adalah penyumbang PDB ketiga terbesar        pada tahun       namun angka alih fungsi lahan pertanian semakin tinggi,Agriculture was the third largest contributor to GDP in but the rate of conversion of agricultural land is getting higher,neutral,,,,,,,,,,,,,
1085,1085,9.95594498334802E+017,2018-05-13 16:20:00,Karenanya ia pun komitmen untuk berkoordinasi dgn berbagai stakeholder utk menyelesaikan permasalahan alih fungsi lahan pertanian yg semakin banyak terjadi di Jateng,Karenanya ia pun komitmen untuk berkoordinasi dgn berbagai stakeholder utk menyelesaikan permasalahan alih fungsi lahan pertanian yg semakin banyak terjadi di Jateng,"Therefore, he is also committed to coordinating with various stakeholders to solve the problem of conversion of agricultural land that is increasingly happening in Central Java",neutral,,,,,,,,,,,,,
1086,1086,9.95590221189341E+017,2018-05-13 16:03:00,Berdasarkan data Dinas Pertanian       alih fungsi pertanian lahan dr pertanian ke industri terjadi    ha ruang pertahun  ruang terbuka hijau wilayah perkotaan seluas   ha lbh rendah dr tahun sebelumnya   ha  Sementara luas lahan kritis         ha,Berdasarkan data Dinas Pertanian       alih fungsi pertanian lahan dr pertanian ke industri terjadi    ha ruang pertahun  ruang terbuka hijau wilayah perkotaan seluas   ha lbh rendah dr tahun sebelumnya   ha  Sementara luas lahan kritis         ha,"Based on data from the Department of Agriculture, the conversion of agricultural land functions from agriculture to industry occurred ha of space per year, green open space in urban areas covering an area of ​​2,000 ha, which was lower than the previous year ha, while the area of ​​critical land was ha",positive,,,,,,,,,,,,,
1087,1087,9.94139296775877E+017,2018-05-09 15:57:33,Pak  Said  amp  Bu  berkomitmen untuk mengajak setiap pihak untuk menyelesaikan permasalahan alih fungsi lahan pertanian,Pak  Said  amp  Bu  berkomitmen untuk mengajak setiap pihak untuk menyelesaikan permasalahan alih fungsi lahan pertanian,Mr. Said & Bu are committed to inviting all parties to solve the problem of conversion of agricultural land,positive,,,,,,,,,,,,,
1088,1088,9.94095118754857E+017,2018-05-09 13:02:00,Karenanya  Pak  pun komitmen untuk berkoordinasi dgn berbagai stakeholder utk menyelesaikan permasalahan alih fungsi lahan pertanian yg semakin banyak terjadi di Jateng,Karenanya  Pak  pun komitmen untuk berkoordinasi dgn berbagai stakeholder utk menyelesaikan permasalahan alih fungsi lahan pertanian yg semakin banyak terjadi di Jateng,"Therefore, sir, he is committed to coordinating with various stakeholders to solve the problem of conversion of agricultural land that is increasingly happening in Central Java Ja",neutral,,,,,,,,,,,,,
1089,1089,9.94089582965805E+017,2018-05-09 12:40:00,Berdasarkan data Dinas Pertanian       alih fungsi pertanian lhn dr pertanian ke industri terjadi     hektar ruang pertahun  ruang terbuka hijau wilayah perkotaan seluas    ha lbh renda dr thn sebelumnya    ha  Sementara luas lahan kritis         ha,Berdasarkan data Dinas Pertanian       alih fungsi pertanian lhn dr pertanian ke industri terjadi     hektar ruang pertahun  ruang terbuka hijau wilayah perkotaan seluas    ha lbh renda dr thn sebelumnya    ha  Sementara luas lahan kritis         ha,"Based on data from the Department of Agriculture, the transfer of agricultural functions from agriculture to industry occurs 1,800 ha of green open space per year in urban areas, an area of ​​2,000 ha, which is lower than the previous year ha. Meanwhile, the area of ​​critical land is ha.",positive,,,,,,,,,,,,,
1090,1090,9.89819234971566E+017,2018-04-27 17:51:10,Apa yg SUDAH bapak  lakukan untuk masalah alih fungsi lahan dan kedaulatan pangan di lampung dan bagaimana mengembangkannya  Krna jika baru akan melaksanakan sama saja janji palsu karna masalah di pertanian sangat pelik pak  Terimakasih,Apa yg SUDAH bapak  lakukan untuk masalah alih fungsi lahan dan kedaulatan pangan di lampung dan bagaimana mengembangkannya  Krna jika baru akan melaksanakan sama saja janji palsu karna masalah di pertanian sangat pelik pak  Terimakasih,"What have you done for the problem of land conversion and food sovereignty in Lampung and how to develop it because if you are just going to carry out it is the same as a false promise because the problems in agriculture are very complicated, sir. Thank you",negative,,,,,,,,,,,,,
1091,1091,9.7992210695467E+017,2018-03-31 10:23:31,berbagai persoalan terus mengancam pertanian di Jawa Barat  Di antaranya tentang irigasi  penyusutan lahan pertanian akibat modernisasi  dan alih fungsi lahan menjadi properti ataupun industri,berbagai persoalan terus mengancam pertanian di Jawa Barat  Di antaranya tentang irigasi  penyusutan lahan pertanian akibat modernisasi  dan alih fungsi lahan menjadi properti ataupun industri,"Various problems continue to threaten agriculture in West Java, including irrigation, shrinkage of agricultural land due to modernization and the conversion of land into property or industry",negative,,,,,,,,,,,,,
1092,1092,9.65869442264547E+017,2018-02-20 15:43:14,Kerusakan lingkungan di Jateng sangat mengkhawatirkan  Alih fungsi kawasan pegunungan menjadi lahan pertanian  perumahan  dan pertambangan menyebabkan serangkaian musibah seperti banjir yang terjadi di Brebes dan Tegal,Kerusakan lingkungan di Jateng sangat mengkhawatirkan  Alih fungsi kawasan pegunungan menjadi lahan pertanian  perumahan  dan pertambangan menyebabkan serangkaian musibah seperti banjir yang terjadi di Brebes dan Tegal,Environmental damage in Central Java is very worrying. The conversion of mountainous areas into residential agricultural land and mining has caused a series of disasters such as floods that occurred in Brebes and Tegal.,negative,,,,,,,,,,,,,
1093,1093,9.51729709619925E+017,2018-01-12 15:16:59,Digitasi lahan pertanian perlu dipercepat  Lalu perintahkan masing masing daerah membuat Perda perlindungan lahan pertanian dari alih fungsi lahan  Sudah waktunya menerapkan pertanian berkelanjutan atau sustainable farming,Digitasi lahan pertanian perlu dipercepat  Lalu perintahkan masing masing daerah membuat Perda perlindungan lahan pertanian dari alih fungsi lahan  Sudah waktunya menerapkan pertanian berkelanjutan atau sustainable farming,Digitization of agricultural land needs to be accelerated Then instruct each region to make a regional regulation on the protection of agricultural land from land conversion It is time to implement sustainable agriculture,positive,,,,,,,,,,,,,
1094,1094,9.51729627554181E+017,2018-01-12 15:16:40,Mau ga impor beras sing genah wae blok goblok Banyak lahan pertanian alih fungsi menjadi jalan tol  bandara selain itu jadi ruko dan pabrik la terus pengin produksi beras meningkat  kon nandur pari ono bathuke,Mau ga impor beras sing genah wae blok goblok Banyak lahan pertanian alih fungsi menjadi jalan tol  bandara selain itu jadi ruko dan pabrik la terus pengin produksi beras meningkat  kon nandur pari ono bathuke,"Do you want to import rice, sing genah wae stupid blocks, a lot of agricultural land has been converted into airport toll roads, besides that it becomes shop houses and factories. He continues to want rice production to increase, kon nandur pari ono bathuke",neutral,,,,,,,,,,,,,
1095,1095,9.51485156744864E+017,2018-01-11 23:05:13,Byk yg nafsu alih fungsi lahan pertanian jg sepertinya Pak  Lumbung padi krwng ajah skr lahannya dah byk jd perumahan ma industri,Byk yg nafsu alih fungsi lahan pertanian jg sepertinya Pak  Lumbung padi krwng ajah skr lahannya dah byk jd perumahan ma industri,"Many who are passionate about changing the function of agricultural land, it seems that Mr. Granary, now, the land has become a lot of housing and industry",positive,,,,,,,,,,,,,
1096,1096,9.45508662512034E+017,2017-12-26 11:16:46,dan alih fungsi lahan subur pertanian menjadi bandara jadi polemik utama  Bukan menyoal proses ganti rugi semata,dan alih fungsi lahan subur pertanian menjadi bandara jadi polemik utama  Bukan menyoal proses ganti rugi semata,and the conversion of fertile agricultural land into an airport is a major polemic. It's not just about the compensation process,positive,,,,,,,,,,,,,
1097,1097,9.25324384595624E+017,2017-10-31 18:31:39,Alih fungsi lahan makin hari  makin memprihatinkan  Kawasan pertanian makin susut  Pembangunan lebih banyak melayani pemodal daripada warga,Alih fungsi lahan makin hari  makin memprihatinkan  Kawasan pertanian makin susut  Pembangunan lebih banyak melayani pemodal daripada warga,The conversion of land functions is getting more and more worrying. Agricultural areas are shrinking. Development serves investors more than residents,negative,,,,,,,,,,,,,
1098,1098,9.232680794291E+017,2017-10-26 2:20:38,Aturan kebijakan tentang lahan pertanian juga gak jelas  Pertumbuhan bisnis properti tak terkendali  Byk lahan pertanian yang alih fungsi,Aturan kebijakan tentang lahan pertanian juga gak jelas  Pertumbuhan bisnis properti tak terkendali  Byk lahan pertanian yang alih fungsi,The policy rules regarding agricultural land are also unclear. Property business growth is out of control. Many agricultural lands have been converted,positive,,,,,,,,,,,,,
1099,1099,9.21327422150025E+017,2017-10-20 17:49:09,Dinas Pertanian  Pangan Kelautan dan Perikanan Bantul   Program pertanian berkelanjutan di    kecamatan solusi menyikapi alih fungsi lahan,Dinas Pertanian  Pangan Kelautan dan Perikanan Bantul   Program pertanian berkelanjutan di    kecamatan solusi menyikapi alih fungsi lahan,"Department of Agriculture, Food, Marine and Fisheries of Bantul Sustainable agriculture program in the sub-district is a solution to address land use change",positive,,,,,,,,,,,,,
1100,1100,9.21327112371311E+017,2017-10-20 17:47:55,Alih fungsi lahan pertanian di Bantul yang mencapai    Ha per tahun jika tidak diantisipasi bisa ancam ketersediaan beras di wilayah ini,Alih fungsi lahan pertanian di Bantul yang mencapai    Ha per tahun jika tidak diantisipasi bisa ancam ketersediaan beras di wilayah ini,"The conversion of agricultural land in Bantul, which reaches 2,000 ha per year, if not anticipated, could threaten the availability of rice in this region",positive,,,,,,,,,,,,,
1101,1101,9.11918600839037E+017,2017-09-24 18:41:51,Untuk mencegah terjadinya alih fungsi lahan  proyek sertifikasi mestinya didahulukan pada Lahan Pertanian Pangan Berkelanjutan  LP B,Untuk mencegah terjadinya alih fungsi lahan  proyek sertifikasi mestinya didahulukan pada Lahan Pertanian Pangan Berkelanjutan  LP B,"To prevent land conversion, the certification project should give priority to LP B Sustainable Food Agricultural Land",positive,,,,,,,,,,,,,
1102,1102,9.10927532316254E+017,2017-09-22 1:03:42,Permasalahan pertanian Indonesia    Minim regenerasi petani    Pesatnya alih fungsi lahan pertanian    Teknologi pertanian masih rendah,Permasalahan pertanian Indonesia    Minim regenerasi petani    Pesatnya alih fungsi lahan pertanian    Teknologi pertanian masih rendah,Indonesia's agricultural problems Lack of regeneration of farmers The rapid conversion of agricultural land Agricultural technology is still low,negative,,,,,,,,,,,,,
1103,1103,9.09632248181178E+017,2017-09-18 11:16:42,dari    Para Petani Cianjur Mempertanyakan Perda Ttg Perlindungan Alih Fungsi Lahan Pertanian,dari    Para Petani Cianjur Mempertanyakan Perda Ttg Perlindungan Alih Fungsi Lahan Pertanian,from Cianjur Farmers Questioning the Local Regulation Concerning the Protection of Agricultural Land Transfers,negative,,,,,,,,,,,,,
1104,1104,9.0754774629453E+017,2017-09-12 17:13:38,Legislatif  Sesekali Penjarakan Kepala Daerah yang Alih Fungsi Lahan Pertanian,Legislatif  Sesekali Penjarakan Kepala Daerah yang Alih Fungsi Lahan Pertanian,Legislatures occasionally imprison regional heads who transfer agricultural land functions,neutral,,,,,,,,,,,,,
1105,1105,9.07520983602307E+017,2017-09-12 15:27:18,Alih fungsi lahan pertanian ke tanaman monokultur perkebunan sawit telah berdampak buruk pd situasi perempuan Delvita KALTENG,Alih fungsi lahan pertanian ke tanaman monokultur perkebunan sawit telah berdampak buruk pd situasi perempuan Delvita KALTENG,"The conversion of agricultural land to monoculture oil palm plantations has had a bad impact on the situation of women Delvita, KALTENG",negative,,,,,,,,,,,,,
1106,1106,9.06543097995317E+017,2017-09-09 22:41:31,Dg sdh beroperasinya waduk jati gede  pantura bisa jadi lahan produksi pertanian  yg selama ini alih fungsi jadi tambak,Dg sdh beroperasinya waduk jati gede  pantura bisa jadi lahan produksi pertanian  yg selama ini alih fungsi jadi tambak,"With the operation of the Jati Besar Pantura Reservoir, it can become agricultural production land which has been converted into ponds",neutral,,,,,,,,,,,,,
1107,1107,9.05526739987718E+017,2017-09-07 3:22:53,Mohon perhatian di sektor pertanian dan perkebunan pak presiden  Banyak lahan yg sudah alih fungsi jd pabrik atau perumahan,Mohon perhatian di sektor pertanian dan perkebunan pak presiden  Banyak lahan yg sudah alih fungsi jd pabrik atau perumahan,"Please pay attention to the agricultural and plantation sectors, Mr. President. Many lands have been converted into factories or housing",neutral,,,,,,,,,,,,,
1108,1108,9.05448698435342E+017,2017-09-06 22:12:46,Dewasa ini  alih fungsi lahan pertanian kian menjamur  Jadi pemukiman lah  pabrik lah  dst,Dewasa ini  alih fungsi lahan pertanian kian menjamur  Jadi pemukiman lah  pabrik lah  dst,"Nowadays, the conversion of agricultural land is increasingly mushrooming, so it's a factory settlement, etc",positive,,,,,,,,,,,,,
1109,1109,9.03196128597877E+017,2017-08-31 17:01:52,Dlm RDTR tersebut terdapat rencana alih fungsi lahan pertanian dan irigasi teknis seluas       hektar  Menjadi pemukiman,Dlm RDTR tersebut terdapat rencana alih fungsi lahan pertanian dan irigasi teknis seluas       hektar  Menjadi pemukiman,"In the RDTR, there is a plan for the conversion of agricultural land and technical irrigation covering an area of ​​​​1,000 hectares to become a settlement",positive,,,,,,,,,,,,,
1110,1110,8.90011487615435E+017,2017-07-26 7:50:48,Semakin banyaknya alih fungsi lahan dari pertanian hutan menjadi tempat rekreasi dan sarana penunjangnya,Semakin banyaknya alih fungsi lahan dari pertanian hutan menjadi tempat rekreasi dan sarana penunjangnya,More and more land conversion from forest agriculture to recreation and supporting facilities dan,positive,,,,,,,,,,,,,
1111,1111,8.84596157019677E+017,2017-07-11 9:12:13,Lahan pertanian terus berkurang akibat   Alih fungsi lahan dan lahan di wariskan misal    hektar dibagi   orang anak jadi  hektar,Lahan pertanian terus berkurang akibat   Alih fungsi lahan dan lahan di wariskan misal    hektar dibagi   orang anak jadi  hektar,"Agricultural land continues to decrease due to land use change and land is inherited, for example, hectares are divided by children into hectares",neutral,,,,,,,,,,,,,
1112,1112,8.84361427590369E+017,2017-07-10 17:39:29,Alih fungsi lahan pertanian menjadi industri  perumahan     semakin banyak  Luasan lahan pertanian menyempit,Alih fungsi lahan pertanian menjadi industri  perumahan     semakin banyak  Luasan lahan pertanian menyempit,The conversion of agricultural land into a residential industry is increasing The area of ​​agricultural land is narrowing,neutral,,,,,,,,,,,,,
1113,1113,8.83629336158388E+017,2017-07-08 17:10:25,Karena permintaan tdk dpt dicukupi oleh hasil pertanian kita sndiri  Salah satu sebabnya ya krn alih fungsi lahan pertanian tadi,Karena permintaan tdk dpt dicukupi oleh hasil pertanian kita sndiri  Salah satu sebabnya ya krn alih fungsi lahan pertanian tadi,Because the demand cannot be fulfilled by our own agricultural products. One of the reasons is because of the conversion of the agricultural land,positive,,,,,,,,,,,,,
1114,1114,8.83626408626463E+017,2017-07-08 16:58:47,Tanah di jawa paling subur dibanding pulau  lain  Tp pertanian gabisa dioptimalkan krn banyak alih fungsi lahan,Tanah di jawa paling subur dibanding pulau  lain  Tp pertanian gabisa dioptimalkan krn banyak alih fungsi lahan,The land in Java is most fertile compared to other islands,positive,,,,,,,,,,,,,
1115,1115,8.82152024552362E+017,2017-07-04 15:20:06,Perkembangan bisnis wisata yang luar biasa di Bandung Utara menyebabkan alih fungsi lahan  Kayaknya sih gitu  Lahan pertanian tergusur,Perkembangan bisnis wisata yang luar biasa di Bandung Utara menyebabkan alih fungsi lahan  Kayaknya sih gitu  Lahan pertanian tergusur,The extraordinary development of the tourism business in North Bandung has led to land conversion. It seems that agricultural land has been evicted,neutral,,,,,,,,,,,,,
1116,1116,8.81213117371359E+017,2017-07-02 1:09:13,Seiring dgn alih fungsi lahan pertanian,Seiring dgn alih fungsi lahan pertanian,Along with the conversion of agricultural land,neutral,,,,,,,,,,,,,
1117,1117,8.77979178598924E+017,2017-06-23 2:58:42,bknkah hutan gundul n alih fungsi lahan pertanian adl kserakahn  Itu akbt manusia menempatkn  want  bukan  need,bknkah hutan gundul n alih fungsi lahan pertanian adl kserakahn  Itu akbt manusia menempatkn  want  bukan  need,"Isn't the forest denuded and the conversion of agricultural land is greed? It's because humans place want, not need.",negative,,,,,,,,,,,,,
1118,1118,8.75750495570321E+017,2017-06-16 23:22:43,Alih Fungsi Lahan Pertanian Makin Masif,Alih Fungsi Lahan Pertanian Makin Masif,The conversion of agricultural land is getting more massive,neutral,,,,,,,,,,,,,
1119,1119,8.71765160188199E+017,2017-06-05 23:26:25,Alih fungsi lahan hutan jd pertanian yg terlalu berlebihan merupkan salah satu faktor hilangnya fungsi hutan itu sendiri,Alih fungsi lahan hutan jd pertanian yg terlalu berlebihan merupkan salah satu faktor hilangnya fungsi hutan itu sendiri,The conversion of forest land into agriculture that is too excessive is one of the factors for the loss of the function of the forest itself,negative,,,,,,,,,,,,,
1120,1120,8.63603263823692E+017,2017-05-14 10:53:57,Di Ponorogo salah satu penyebabnya hutan yg alih fungsi jadi lahan pertanian  barusan di Luwu Timur krn hutan alih fungsi jadi kebun merica,Di Ponorogo salah satu penyebabnya hutan yg alih fungsi jadi lahan pertanian  barusan di Luwu Timur krn hutan alih fungsi jadi kebun merica,"In Ponorogo, one of the reasons is the forest that was converted into agricultural land recently in East Luwu because the forest was converted into a pepper plantation.",neutral,,,,,,,,,,,,,
1121,1121,8.59564789227442E+017,2017-05-03 7:26:30,Jare pemerintah     sbg solusi alih fungsi lahan pertanian  tp jebul sik iklan tekan kalimantan,Jare pemerintah     sbg solusi alih fungsi lahan pertanian  tp jebul sik iklan tekan kalimantan,"The government's ban as a solution to the conversion of agricultural land, but the advertisements hit Kalimantan",negative,,,,,,,,,,,,,
1122,1122,8.55728579778195E+017,2017-04-22 17:22:46,Alih fungsi lahan pertanian,Alih fungsi lahan pertanian,Agricultural land conversion,neutral,,,,,,,,,,,,,
1123,1123,8.55063456365503E+017,2017-04-20 21:19:48,Sae pisan  D saat alih fungsi lahan pertanian yg kian massive d Bdg,Sae pisan  D saat alih fungsi lahan pertanian yg kian massive d Bdg,Sae pisan D during the increasingly massive conversion of agricultural land to Bdg,neutral,,,,,,,,,,,,,
1124,1124,8.42730162999386E+017,2017-03-17 20:31:42,banyak lahan yg alih fungsi terbengkalai di tiap daerah apa solusi kementan biar lahan  tsbt aktif lg buat pertanian dsb,banyak lahan yg alih fungsi terbengkalai di tiap daerah apa solusi kementan biar lahan  tsbt aktif lg buat pertanian dsb,"Many lands have been converted to abandoned functions in each area, what is the solution for the Ministry of Agriculture so that the land is active again for agriculture, etc",neutral,,,,,,,,,,,,,
